,Year,State,Division,County,Region,Population_Description,Offense,Offender_Race,Offender_Ethnicity,Offender_Age,Offender_Sex,Victim_Type,Location,Weapon,Property_Type,Stolen_Value,Recovered_Value,Recovered?,Recovery_Date
5736,2013,Virginia,South Atlantic,YORK,South,"MSA counties from 25,000 thru 99,999",All Other Larceny,White,,30.0,M,Individual,Residence/Home,,Household Goods,9500.0,0.0,N,
56329,2013,Florida,South Atlantic,MIAMI-DADE,South,"Cities from 100,000 thru 249,999",Motor Vehicle Theft,,,,,Individual,Commercial/Office Building,,Other,35000.0,0.0,N,
83751,2013,Florida,South Atlantic,ORANGE,South,"Cities from 25,000 thru 49,999",Motor Vehicle Theft,,,,,Individual,Highway/Road/Alley/Street/Sidewalk,,Trailers,40000.0,0.0,N,
83753,2013,Florida,South Atlantic,POLK,South,"MSA counties 100,000 or over",Motor Vehicle Theft,,,,,Individual,Not Specified,,Trailers,32000.0,32000.0,Y,08-Mar-13
5701,2013,South Carolina,South Atlantic,LEXINGTON,South,"Cities from 10,000 thru 24,999",All Other Larceny,Black or African American,,,M,Individual,Residence/Home,,Household Goods,1550.0,0.0,N,
5650,2013,Tennessee,East South Central,SHELBY,South,"Cities from 500,000 thru 999,999",All Other Larceny,Black or African American,,23.0,M,Business,Dock/Wharf/Freight/Modal Terminal,,Portable Electronic Communications,1800.0,1800.0,Y,10-Apr-13
32516,2013,South Carolina,South Atlantic,LEXINGTON,South,"Cities from 10,000 thru 24,999",Rape,Black or African American,,53.0,M,Individual,Residence/Home,Handgun (Automatic),Automobile,5000.0,5000.0,Y,19-Oct-13
32518,2013,South Carolina,South Atlantic,LEXINGTON,South,"Cities from 10,000 thru 24,999",Robbery,Black or African American,,53.0,M,Individual,Residence/Home,Handgun (Automatic),Automobile,5000.0,5000.0,Y,19-Oct-13
83765,2013,Tennessee,East South Central,WILLIAMSON,South,"Cities from 2,500 thru 9,999",Motor Vehicle Theft,,,,,Individual,Convenience Store,,Trailers,20000.0,20000.0,Y,29-Oct-13
32520,2013,South Carolina,South Atlantic,LEXINGTON,South,"Cities from 10,000 thru 24,999",Rape,Black or African American,,53.0,M,Individual,Residence/Home,Handgun,Automobile,5000.0,5000.0,Y,19-Oct-13
83659,2013,Tennessee,East South Central,SHELBY,South,"Cities from 500,000 thru 999,999",All Other Larceny,Black or African American,,41.0,M,Business,Other/Unknown,,Trailers,20000.0,20000.0,Y,07-Feb-13
65042,2013,South Carolina,South Atlantic,HORRY,South,"MSA counties 100,000 or over",Theft From Motor Vehicle,Unknown,,,U,Business,Convenience Store,,Other,22000.0,0.0,N,
65049,2013,Michigan,East North Central,WAYNE,Midwest,"Cities from 10,000 thru 24,999",All Other Larceny,,,,,Business,Commercial/Office Building,,Other,5000.0,0.0,N,
11675,2013,South Carolina,South Atlantic,HORRY,South,"MSA counties 100,000 or over",Burglary/Breaking & Entering,Unknown,,,U,Individual,Residence/Home,,Firearms,10000.0,0.0,N,
15367,2013,Tennessee,East South Central,SHELBY,South,"Cities from 500,000 thru 999,999",All Other Larceny,Black or African American,,33.0,M,Business,Dock/Wharf/Freight/Modal Terminal,Handgun,Merchandise,27133.0,27133.0,Y,29-Oct-13
78596,2013,Mississippi,East South Central,DESOTO,South,"Cities from 25,000 thru 49,999",Robbery,White,Hispanic or Latino,26.0,M,Business,Parking/Drop Lot/Garage,Firearm,Special,250000.0,150000.0,Y,25-Jan-13
75728,2013,Michigan,East North Central,WAYNE,Midwest,"Cities from 10,000 thru 24,999",Motor Vehicle Theft,White,,,M,Individual,Residence/Home,,Tools,3001.0,0.0,N,
75727,2013,Michigan,East North Central,WAYNE,Midwest,"Cities from 10,000 thru 24,999",Motor Vehicle Theft,White,,,M,Individual,Residence/Home,,Tools,3001.0,0.0,N,
75726,2013,Michigan,East North Central,WAYNE,Midwest,"Cities from 10,000 thru 24,999",Motor Vehicle Theft,White,,37.0,M,Individual,Residence/Home,,Tools,3001.0,0.0,N,
20105,2013,South Carolina,South Atlantic,DARLINGTON,South,"MSA counties from 25,000 thru 99,999",Burglary/Breaking & Entering,Unknown,,,U,Individual,Residence/Home,,Automobile,1300.0,0.0,N,
20201,2013,South Carolina,South Atlantic,DARLINGTON,South,"MSA counties from 25,000 thru 99,999",Burglary/Breaking & Entering,Unknown,,,U,Individual,Residence/Home,,Automobile,1300.0,0.0,N,
20335,2013,Michigan,East North Central,MONROE,Midwest,"Cities from 10,000 thru 24,999",Impersonation,Unknown,,59.0,F,Individual,Other/Unknown,,Money,2000.0,0.0,N,
20470,2013,South Carolina,South Atlantic,LEXINGTON,South,"Cities from 10,000 thru 24,999",Burglary/Breaking & Entering,Unknown,,,U,Individual,Residence/Home,,Money,27100.0,0.0,N,
75401,2013,Tennessee,East South Central,SEQUATCHIE,South,"MSA counties under 10,000",Motor Vehicle Theft,White,,31.0,M,Individual,Field/Woods,,Tools,1900.0,0.0,N,
20483,2013,South Carolina,South Atlantic,HORRY,South,"Cities from 10,000 thru 24,999",Destruction/Damage/Vandalism of Property,American Indian or Alaska Native,,26.0,M,Individual,Residence/Home,,Radio/ TV/ VCR,1200.0,0.0,N,
20484,2013,South Carolina,South Atlantic,HORRY,South,"Cities from 10,000 thru 24,999",Burglary/Breaking & Entering,American Indian or Alaska Native,,26.0,M,Individual,Other/Unknown,,Radio/ TV/ VCR,1200.0,0.0,N,
20572,2013,South Carolina,South Atlantic,LEXINGTON,South,"Cities from 10,000 thru 24,999",Burglary/Breaking & Entering,Unknown,,,U,Individual,Residence/Home,,Radio/ TV/ VCR,1500.0,0.0,N,
75282,2013,Tennessee,East South Central,WILLIAMSON,South,"Cities from 2,500 thru 9,999",Motor Vehicle Theft,,,,,Individual,Convenience Store,,Computer Hard/ Software,500000.0,0.0,N,
75258,2013,South Carolina,South Atlantic,HORRY,South,"MSA counties 100,000 or over",Motor Vehicle Theft,Unknown,,,U,Individual,Parking/Drop Lot/Garage,,Tools,1100.0,0.0,N,
75256,2013,South Carolina,South Atlantic,HORRY,South,"MSA counties 100,000 or over",Motor Vehicle Theft,Unknown,,,U,Government,Parking/Drop Lot/Garage,,Tools,1100.0,0.0,N,
78898,2013,South Carolina,South Atlantic,CHESTERFIELD,South,"Non-MSA counties from 25,000 thru 99,999",All Other Larceny,Unknown,,,U,Individual,Residence/Home,,Trailers,3300.0,0.0,N,
75236,2013,Tennessee,East South Central,SULLIVAN; CARTER; WASHINGTON,South,"Cities from 50,000 thru 99,999",Burglary/Breaking & Entering,White,,39.0,M,Business,Other/Unknown,,Computer Hard/ Software,8000.0,0.0,N,
75235,2013,Tennessee,East South Central,SULLIVAN; CARTER; WASHINGTON,South,"Cities from 50,000 thru 99,999",Burglary/Breaking & Entering,White,,26.0,M,Business,Other/Unknown,,Computer Hard/ Software,8000.0,0.0,N,
78907,2013,South Carolina,South Atlantic,LEE,South,"Non-MSA counties from 10,000 thru 24,999",All Other Larceny,Unknown,,,U,Individual,Construction Site,,Trailers,8000.0,0.0,N,
75172,2013,Tennessee,East South Central,SULLIVAN; CARTER; WASHINGTON,South,"Cities from 50,000 thru 99,999",Theft From Motor Vehicle,,,,,Business,Residence/Home,,Tools,1500.0,0.0,N,
15368,2013,Tennessee,East South Central,SHELBY,South,"MSA counties 100,000 or over",All Other Larceny,Black or African American,,42.0,M,Business,Parking/Drop Lot/Garage,,Merchandise,25900.0,0.0,N,
75169,2013,Tennessee,East South Central,SHELBY,South,"Cities from 500,000 thru 999,999",Theft From Motor Vehicle,,,,,Business,Other/Unknown,,Computer Hard/ Software,10000.0,0.0,N,
19771,2013,Michigan,East North Central,WAYNE,Midwest,"Cities from 2,500 thru 9,999",Burglary/Breaking & Entering,,,,,Individual,Highway/Road/Alley/Street/Sidewalk,,Radio/ TV/ VCR,2000.0,0.0,N,
15419,2013,Tennessee,East South Central,SHELBY,South,"Cities from 500,000 thru 999,999",Theft of Motor Vehicle Parts or Accessories,Unknown,,,U,Business,Parking/Drop Lot/Garage,,Vehicle Parts,4000.0,0.0,N,
19331,2013,Tennessee,East South Central,CHEATHAM,South,"MSA counties from 25,000 thru 99,999",Drug/Narcotic Violations,White,,55.0,M,Society/Public,Field/Woods,,Crops,10000.0,10000.0,Y,09-Jan-13
15624,2013,Tennessee,East South Central,SHELBY,South,"Cities from 500,000 thru 999,999",Theft of Motor Vehicle Parts or Accessories,Unknown,,,U,Business,Parking/Drop Lot/Garage,,Vehicle Parts,4000.0,0.0,N,
19332,2013,Tennessee,East South Central,CHEATHAM,South,"MSA counties from 25,000 thru 99,999",Drug/Narcotic Violations,White,,32.0,M,Society/Public,Field/Woods,,Crops,10000.0,10000.0,Y,09-Jan-13
19333,2013,Tennessee,East South Central,CHEATHAM,South,"MSA counties from 25,000 thru 99,999",Drug/Narcotic Violations,White,,55.0,M,Society/Public,Field/Woods,,Crops,10000.0,10000.0,Y,09-Jan-13
15609,2013,Michigan,East North Central,WAYNE,Midwest,"Cities from 25,000 thru 49,999",Robbery,,,,,Individual,Convenience Store,Handgun,Merchandise,9200.0,0.0,N,
19334,2013,Tennessee,East South Central,CHEATHAM,South,"MSA counties from 25,000 thru 99,999",Drug/Narcotic Violations,White,,32.0,M,Society/Public,Field/Woods,,Crops,10000.0,10000.0,Y,09-Jan-13
19337,2013,Michigan,East North Central,WAYNE,Midwest,"Cities from 50,000 thru 99,999",Weapon Law Violations,White,,29.0,M,Society/Public,Highway/Road/Alley/Street/Sidewalk,Firearm (Automatic),Money,49000.0,49000.0,Y,27-Jul-13
19338,2013,Michigan,East North Central,WAYNE,Midwest,"Cities from 50,000 thru 99,999",Weapon Law Violations,White,,30.0,M,Society/Public,Highway/Road/Alley/Street/Sidewalk,Firearm (Automatic),Money,49000.0,49000.0,Y,27-Jul-13
19339,2013,Michigan,East North Central,WAYNE,Midwest,"Cities from 50,000 thru 99,999",Weapon Law Violations,White,,31.0,M,Society/Public,Highway/Road/Alley/Street/Sidewalk,Firearm (Automatic),Money,49000.0,49000.0,Y,27-Jul-13
78550,2013,Tennessee,East South Central,SHELBY,South,"MSA counties 100,000 or over",Motor Vehicle Theft,Black or African American,,42.0,M,Business,Parking/Drop Lot/Garage,,Trailers,7500.0,7500.0,Y,29-Jan-13
76219,2013,Michigan,East North Central,MACOMB,Midwest,"Cities from 50,000 thru 99,999",Theft From Motor Vehicle,,,,,Individual,Parking/Drop Lot/Garage,,Computer Hard/ Software,1800.0,0.0,N,
19351,2013,Michigan,East North Central,WAYNE,Midwest,"Cities from 10,000 thru 24,999",Theft From Building,,,,,Business,Commercial/Office Building,,Radio/ TV/ VCR,1500.0,0.0,N,
78554,2013,Michigan,East North Central,MACOMB,Midwest,"Cities from 50,000 thru 99,999",Motor Vehicle Theft,Black or African American,,40.0,M,Business,Parking/Drop Lot/Garage,,Trailers,30000.0,30000.0,Y,02-May-13
76019,2013,South Carolina,South Atlantic,HORRY,South,"MSA counties 100,000 or over",All Other Larceny,Unknown,,,U,Individual,Parking/Drop Lot/Garage,,Tools,1100.0,0.0,N,
76005,2013,South Carolina,South Atlantic,HORRY,South,"MSA counties 100,000 or over",All Other Larceny,Unknown,,,U,Government,Parking/Drop Lot/Garage,,Tools,1100.0,0.0,N,
75992,2013,South Carolina,South Atlantic,DARLINGTON,South,"MSA counties from 25,000 thru 99,999",False Pretenses/Swindle/Confidence Game,White,,41.0,M,Business,Industrial Site,,Tools,2500.0,2500.0,Y,01-Oct-13
75991,2013,South Carolina,South Atlantic,DARLINGTON,South,"MSA counties from 25,000 thru 99,999",False Pretenses/Swindle/Confidence Game,White,,41.0,M,Business,Industrial Site,,Industrial Equipment,7415.0,7415.0,Y,30-Sep-13
75990,2013,South Carolina,South Atlantic,DARLINGTON,South,"MSA counties from 25,000 thru 99,999",False Pretenses/Swindle/Confidence Game,White,,23.0,M,Business,Industrial Site,,Tools,2500.0,2500.0,Y,01-Oct-13
75989,2013,South Carolina,South Atlantic,DARLINGTON,South,"MSA counties from 25,000 thru 99,999",False Pretenses/Swindle/Confidence Game,White,,23.0,M,Business,Industrial Site,,Industrial Equipment,7415.0,7415.0,Y,30-Sep-13
19692,2013,Michigan,East North Central,WAYNE,Midwest,"Cities from 50,000 thru 99,999",Weapon Law Violations,White,,29.0,M,Business,Highway/Road/Alley/Street/Sidewalk,Firearm (Automatic),Money,49000.0,49000.0,Y,27-Jul-13
19693,2013,Michigan,East North Central,WAYNE,Midwest,"Cities from 50,000 thru 99,999",Weapon Law Violations,White,,30.0,M,Business,Highway/Road/Alley/Street/Sidewalk,Firearm (Automatic),Money,49000.0,49000.0,Y,27-Jul-13
19694,2013,Michigan,East North Central,WAYNE,Midwest,"Cities from 50,000 thru 99,999",Weapon Law Violations,White,,31.0,M,Business,Highway/Road/Alley/Street/Sidewalk,Firearm (Automatic),Money,49000.0,49000.0,Y,27-Jul-13
78535,2013,Tennessee,East South Central,SHELBY,South,"Cities from 500,000 thru 999,999",Motor Vehicle Theft,,,,,Business,Other/Unknown,,Trailers,4950.0,4950.0,Y,03-Oct-13
20791,2013,South Carolina,South Atlantic,HORRY,South,"Cities from 10,000 thru 24,999",Destruction/Damage/Vandalism of Property,Black or African American,,,M,Individual,Residence/Home,Handgun,Money,4526.0,1526.0,Y,31-Jan-13
75115,2013,South Carolina,South Atlantic,GEORGETOWN,South,"Non-MSA counties from 25,000 thru 99,999",Theft From Motor Vehicle,,,,,Individual,Parking/Drop Lot/Garage,,Tools,2500.0,0.0,N,
21927,2013,South Carolina,South Atlantic,HORRY,South,"Cities from 10,000 thru 24,999",Burglary/Breaking & Entering,White,,18.0,F,Individual,Other/Unknown,,Radio/ TV/ VCR,1650.0,0.0,N,
21928,2013,South Carolina,South Atlantic,HORRY,South,"Cities from 10,000 thru 24,999",Burglary/Breaking & Entering,White,,24.0,F,Individual,Other/Unknown,,Radio/ TV/ VCR,1650.0,0.0,N,
21929,2013,South Carolina,South Atlantic,HORRY,South,"Cities from 10,000 thru 24,999",Burglary/Breaking & Entering,White,,24.0,F,Individual,Other/Unknown,,Radio/ TV/ VCR,1650.0,0.0,N,
74567,2013,Tennessee,East South Central,SHELBY,South,"Cities from 500,000 thru 999,999",All Other Larceny,Black or African American,,43.0,M,Business,Parking/Drop Lot/Garage,,Tools,13816.0,0.0,N,
74476,2013,Tennessee,East South Central,SULLIVAN; CARTER; WASHINGTON,South,"Cities from 50,000 thru 99,999",Burglary/Breaking & Entering,White,,39.0,M,Individual,Other/Unknown,,Computer Hard/ Software,8000.0,0.0,N,
74475,2013,Tennessee,East South Central,SULLIVAN; CARTER; WASHINGTON,South,"Cities from 50,000 thru 99,999",Burglary/Breaking & Entering,White,,26.0,M,Individual,Other/Unknown,,Computer Hard/ Software,8000.0,0.0,N,
22245,2013,South Carolina,South Atlantic,GEORGETOWN,South,"Non-MSA counties from 25,000 thru 99,999",Burglary/Breaking & Entering,,,,,Individual,Residence/Home,,Radio/ TV/ VCR,1050.0,0.0,N,
79613,2013,South Carolina,South Atlantic,ORANGEBURG,South,"Cities under 2,500",Motor Vehicle Theft,Unknown,,,U,Individual,Parking/Drop Lot/Garage,,Trailers,10000.0,0.0,N,
74343,2013,Tennessee,East South Central,SHELBY,South,"Cities from 500,000 thru 999,999",All Other Larceny,Black or African American,,43.0,M,Business,Parking/Drop Lot/Garage,,Tools,13816.0,0.0,N,
74341,2013,Virginia,South Atlantic,VIRGINIA BEACH CITY,South,"Cities from 250,000 thru 499,999",All Other Larceny,Black or African American,,31.0,M,Business,Commercial/Office Building,,Computer Hard/ Software,10000.0,0.0,N,
74340,2013,Virginia,South Atlantic,VIRGINIA BEACH CITY,South,"Cities from 250,000 thru 499,999",All Other Larceny,Black or African American,,20.0,M,Business,Commercial/Office Building,,Computer Hard/ Software,10000.0,0.0,N,
74339,2013,Virginia,South Atlantic,VIRGINIA BEACH CITY,South,"Cities from 250,000 thru 499,999",All Other Larceny,Black or African American,,29.0,M,Business,Commercial/Office Building,,Computer Hard/ Software,10000.0,0.0,N,
74338,2013,Virginia,South Atlantic,VIRGINIA BEACH CITY,South,"Cities from 250,000 thru 499,999",All Other Larceny,Black or African American,,25.0,M,Business,Commercial/Office Building,,Computer Hard/ Software,10000.0,0.0,N,
79647,2013,South Carolina,South Atlantic,BERKELEY,South,"MSA counties 100,000 or over",All Other Larceny,,,,,Individual,Highway/Road/Alley/Street/Sidewalk,,"Metals, Non-Precious",60000.0,0.0,N,
14558,2013,Michigan,East North Central,MACOMB,Midwest,"Cities from 50,000 thru 99,999",All Other Larceny,,,,,Individual,Other/Unknown,,Vehicle Parts,15000.0,0.0,N,
79648,2013,South Carolina,South Atlantic,BERKELEY,South,"MSA counties 100,000 or over",All Other Larceny,,,,,Individual,Highway/Road/Alley/Street/Sidewalk,,Trailers,12000.0,0.0,N,
22378,2013,Florida,South Atlantic,MIAMI-DADE,South,"Cities from 25,000 thru 49,999",Burglary/Breaking & Entering,,,,,Business,Parking/Drop Lot/Garage,,Radio/ TV/ VCR,4000.0,0.0,N,
22627,2013,South Carolina,South Atlantic,HORRY,South,"Cities from 10,000 thru 24,999",Destruction/Damage/Vandalism of Property,Black or African American,,,M,Business,Residence/Home,Handgun,Money,4526.0,1526.0,Y,31-Jan-13
22628,2013,South Carolina,South Atlantic,HORRY,South,"Cities from 10,000 thru 24,999",Destruction/Damage/Vandalism of Property,Black or African American,,,M,Business,Residence/Home,Handgun,Money,4526.0,1526.0,Y,31-Jan-13
22643,2013,South Carolina,South Atlantic,HORRY,South,"Cities from 10,000 thru 24,999",Burglary/Breaking & Entering,Black or African American,,37.0,M,Business,Specialty Store,,Money,1125.0,0.0,N,
22644,2013,South Carolina,South Atlantic,HORRY,South,"Cities from 10,000 thru 24,999",Burglary/Breaking & Entering,Black or African American,,37.0,M,Business,Specialty Store,,Money,1125.0,0.0,N,
21926,2013,South Carolina,South Atlantic,HORRY,South,"Cities from 10,000 thru 24,999",Burglary/Breaking & Entering,White,,20.0,M,Individual,Other/Unknown,,Radio/ TV/ VCR,1650.0,0.0,N,
20792,2013,South Carolina,South Atlantic,HORRY,South,"Cities from 10,000 thru 24,999",Destruction/Damage/Vandalism of Property,Black or African American,,,M,Individual,Residence/Home,Handgun,Money,4526.0,1526.0,Y,31-Jan-13
21909,2013,South Carolina,South Atlantic,BERKELEY,South,"MSA counties 100,000 or over",Burglary/Breaking & Entering,White,,21.0,M,Individual,Residence/Home,,Radio/ TV/ VCR,1250.0,0.0,N,
21559,2013,South Carolina,South Atlantic,DARLINGTON,South,"MSA counties from 25,000 thru 99,999",Burglary/Breaking & Entering,White,,16.0,M,Individual,Residence/Home,,Money,10000.0,0.0,N,
20908,2013,South Carolina,South Atlantic,LEXINGTON,South,"Cities from 10,000 thru 24,999",Destruction/Damage/Vandalism of Property,Black or African American,,,M,Individual,Residence/Home,,Radio/ TV/ VCR,1500.0,0.0,N,
79212,2013,South Carolina,South Atlantic,HORRY,South,"MSA counties 100,000 or over",Destruction/Damage/Vandalism of Property,White,,22.0,M,Individual,Residence/Home,,Clothes/ Furs,2000.0,0.0,N,
79213,2013,South Carolina,South Atlantic,HORRY,South,"MSA counties 100,000 or over",Burglary/Breaking & Entering,White,,22.0,M,Individual,Residence/Home,,Clothes/ Furs,2000.0,0.0,N,
20909,2013,South Carolina,South Atlantic,LEXINGTON,South,"Cities from 10,000 thru 24,999",Destruction/Damage/Vandalism of Property,Black or African American,,,U,Individual,Residence/Home,,Radio/ TV/ VCR,1500.0,0.0,N,
75011,2013,South Carolina,South Atlantic,ABBEVILLE,South,"Non-MSA counties from 10,000 thru 24,999",Burglary/Breaking & Entering,White,,52.0,M,Business,Government/Public Building,,Industrial Equipment,2500.0,0.0,N,
15019,2013,Michigan,East North Central,HILLSDALE,Midwest,"Cities under 2,500",All Other Larceny,,,,,Business,Industrial Site,,Merchandise,30000.0,0.0,N,
75010,2013,South Carolina,South Atlantic,ABBEVILLE,South,"Non-MSA counties from 10,000 thru 24,999",Destruction/Damage/Vandalism of Property,White,,52.0,M,Business,Government/Public Building,,Industrial Equipment,2500.0,0.0,N,
75009,2013,South Carolina,South Atlantic,ABBEVILLE,South,"Non-MSA counties from 10,000 thru 24,999",Burglary/Breaking & Entering,White,,41.0,M,Business,Government/Public Building,,Industrial Equipment,2500.0,0.0,N,
75008,2013,South Carolina,South Atlantic,ABBEVILLE,South,"Non-MSA counties from 10,000 thru 24,999",Destruction/Damage/Vandalism of Property,White,,41.0,M,Business,Government/Public Building,,Industrial Equipment,2500.0,0.0,N,
75007,2013,South Carolina,South Atlantic,ABBEVILLE,South,"Non-MSA counties from 10,000 thru 24,999",Burglary/Breaking & Entering,White,,56.0,M,Business,Government/Public Building,,Industrial Equipment,2500.0,0.0,N,
